Sentence,Polarity,Subjectivity,Source
Much of an officer's day is spent mediating interpersonal conflicts.,0.05,0.15000000000000002,Belist.txt
And that's based on science.,0.0,0.0,Belist.txt
"That makes dating violence more prevalent than being bullied on school property, seriously considering suicide, or even vaping, in that same population.",0.05555555555555556,0.4305555555555555,Belist.txt
Eleven percent of the teen girls in our sample reported that they had been forced or threatened to do sexual things that the perpetrator saw in pornography.,0.06666666666666665,0.3444444444444445,Belist.txt
And there were other studies that did not find that adolescent pornography use was associated with certain negative outcomes.,-0.07023809523809524,0.4488095238095238,Belist.txt
I was even told that it was weak-minded of me not to be able to pick out the one correct answer about pornography.,0.5,0.625,Belist.txt
"And it was complicated, because there is an industry that is capitalizing off of audience's fascination with seeing women, in particular, not just having sex, but being chocked, gagged, slapped, spit upon, ejaculated upon, called degrading names over and over during sex, and not always clearly with their consent.",-0.07777777777777778,0.5722222222222222,Belist.txt
"And a critically important problem to me was that for more than a century, the anti-pornography position had been used as a pretext for discriminating against gays and lesbians or people who have kinks or have fetishes.",0.45,0.75,Belist.txt
But that's not what it was intended for.,0.0,0.0,Belist.txt
"And though people like to say that the internet has made pornography ubiquitous, or basically guarantees that any young child who's handed a smartphone is definitely going to see pornography, data don't really support that.",0.10000000000000002,0.3666666666666667,Belist.txt
"Less than 50 percent of the states in the United States require that sex education be taught in schools, including how to prevent coerced sex.",-0.16666666666666666,0.06666666666666667,Belist.txt
Talk about where there are mixed results or where there are weaknesses in the studies that have been conducted.,0.0,0.25,Belist.txt
Adolescents like to question things and they like to be invited to think for themselves.,0.0,0.0,Belist.txt
"It's messy, it's complicated, it's often inefficient.",-0.35,0.7,Belist.txt
"From Morocco to Lesotho, young people are rising up against entrenched monarchies: in Egypt and Sudan, against brutal dictatorships; in Uganda and Ethiopia, against powerful militarized states with quasi-democratic veneers; in South Africa, where this image was taken, and Burundi, against democratically elected leaders who have done little to improve the conditions for ordinary people.",-0.18250000000000002,0.6799999999999999,Belist.txt
"Brilliant young activists like LUCHA's Fred Bauma have been detained and tortured, often with little to no outcry from the international community.",0.203125,0.475,Belist.txt
"And this is when they're not succumbing to exclusionary nationalism, blaming our woes on the weak rather than the powerful.",-0.037500000000000006,0.8125,Belist.txt
So who better to learn from than those who have been engaged in resistance to these conditions for the longest period of time?,0.5,0.5,Belist.txt
"Protests are about coloring outside the lines, a way for ordinary people to rewrite the rules of the game that too many feel are stacked against them.",-0.037500000000000006,0.36250000000000004,Belist.txt
"She has been beaten, arrested, harassed.",0.0,0.0,Belist.txt
"Democracy is a creative process, and protest has always been the vehicle for expanding our political imaginations beyond what we are told is possible.",0.16666666666666666,0.7000000000000001,Belist.txt
"He was 31 years old, he lived in Seattle, Washington, he was engaged to Gretchen, about to be married, she was the love of his life.",0.2833333333333333,0.35000000000000003,Belist.txt
"They were on their way home, and they were pulled over by a police officer.",0.0,0.0,Belist.txt
"You see, Titus' car sort of resembled a car that was driven earlier in the evening by a man who raped a female hitchhiker, and Titus kind of resembled that rapist.",0.19999999999999998,0.5222222222222223,Belist.txt
"The police and the prosecution proceeded with a trial, and when Steve Titus was put on trial for rape, the rape victim got on the stand and said, ""I'm absolutely positive that's the man.""",0.07613636363636363,0.29772727272727273,Belist.txt
And Titus was convicted.,0.0,0.0,Belist.txt
"He proclaimed his innocence, his family screamed at the jury, his fiance collapsed on the floor sobbing, and Titus is taken away to jail.",-0.1,0.0,Belist.txt
"He called up the local newspaper, he got the interest of an investigative journalist, and that journalist actually found the real rapist, a man who ultimately confessed to this rape, a man who was thought to have committed 50 rapes in that area, and when this information was given to the judge, the judge set Titus free.",0.12000000000000002,0.44000000000000006,Belist.txt
"And that's when I really started working on this case, trying to figure out how did that victim go from ""That one's the closest"" to ""I'm absolutely positive that's the guy.",0.11742424242424243,0.26515151515151514,Belist.txt
"""Well, Titus was consumed with his civil case.",0.0,0.0,Belist.txt
So I was asked to work on Titus' case because I'm a psychological scientist.,0.0,0.1,Belist.txt
"Unhappily, Steve Titus is not the only person to be convicted based on somebody's false memory.",-0.3333333333333333,0.8333333333333334,Belist.txt
"In one project in the United States, information has been gathered on 300 innocent people, 300 defendants who were convicted of crimes they didn't do.",0.5,0.7,Belist.txt
"And when those cases have been analyzed, three quarters of them are due to faulty memory, faulty eyewitness memory.",-0.125,0.375,Belist.txt
"And you might be thinking, well, you know, these are filmed events, they are not particularly stressful.",-0.08333333333333333,0.3333333333333333,Belist.txt
Would the same kind of mistakes be made with a really stressful event?,0.26666666666666666,0.40833333333333327,Belist.txt
"And as part of this training exercise, these soldiers are interrogated in an aggressive, hostile, physically abusive fashion for 30 minutes and later on they have to try to identify the person who conducted that interrogation.",0.0,0.07142857142857142,Belist.txt
"One woman came out of psychotherapy believing that she'd endured years of ritualistic abuse, where she was forced into a pregnancy and that the baby was cut from her belly.",-0.30000000000000004,0.2,Belist.txt
And I designed some experiments to try to study the processes that were being used in this psychotherapy so I could study the development of these very rich false memories.,0.04374999999999998,0.7875000000000001,Belist.txt
"In one of the first studies we did, we used suggestion, a method inspired by the psychotherapy we saw in these cases, we used this kind of suggestion and planted a false memory that when you were a kid, five or six years old, you were lost in a shopping mall.",0.13749999999999998,0.5083333333333334,Belist.txt
You were frightened.,0.0,0.0,Belist.txt
"So in a study done in Tennessee, researchers planted the false memory that when you were a kid, you nearly drowned and had to be rescued by a life guard.",-0.25000000000000006,0.35,Belist.txt
"And in a study done in Canada, researchers planted the false memory that when you were a kid, something as awful as being attacked by a vicious animal happened to you, succeeding with about half of their subjects.",-0.6416666666666667,0.6916666666666667,Belist.txt
"I do want to add that it might seem like we are traumatizing these experimental subjects in the name of science, but our studies have gone through thorough evaluation by research ethics boards that have made the decision that the temporary discomfort that some of these subjects might experience in these studies is outweighed by the importance of this problem for understanding memory processes and the abuse of memory that is going on in some places in the world.",0.1,0.4,Belist.txt
"I had sometimes armed guards at speeches that I was invited to give, people trying to drum up letter-writing campaigns to get me fired.",0.0,0.0,Belist.txt
But probably the worst was I suspected that a woman was innocent of abuse that was being claimed by her grown daughter.,-0.25,0.85,Belist.txt
And this accusing daughter had actually allowed her story to be filmed and presented in public places.,0.0,0.08333333333333334,Belist.txt
"In the process, however, I became part of a disturbing trend in America where scientists are being sued for simply speaking out on matters of great public controversy.",0.07500000000000001,0.493452380952381,Belist.txt
"Such a discovery might have saved Steve Titus, the man whose whole future was snatched away by a false memory.",-0.05000000000000002,0.40625,Belist.txt
"You must be puzzled by the fact that some teens do well in school, lead clubs and teams and volunteer in their communities, but they eat Tide Pods for an online challenge, speed and text while driving, binge drink and experiment with illicit drugs.",0.0,0.0,Belist.txt
"What was even more alarming to me was that the more they exposed themselves to these harmful risks, the easier it became for them to continue taking risks.",0.3,0.5333333333333333,Belist.txt
And this concept inspired me to design a project to determine if the same principle could be applied to the relentless rise of risk-taking in teenagers.,0.0,0.125,Belist.txt
"And I wanted to be someone with something to contribute to society, not just be deemed the scarf-wearing brown girl who was an anomaly in my homogenous hometown.",0.0,0.0,Belist.txt
"However, the more they were exposed to the risks through the simulator, the less fearful, guilty and stressed they became.",-0.26666666666666666,0.6416666666666666,Belist.txt
But perhaps the most memorable moment of the week was when the booming speakers suddenly uttered my name during the awards ceremony.,0.3333333333333333,0.6666666666666666,Belist.txt
"reign  in the first century BC, over a hundred years before the  Colosseum was built.",0.25,0.3333333333333333,Belist.txt
"They were held alongside other  aquatic spectacles on natural and artificial bodies  of water around Rome up through Emperor Flavius Vespasian, who began building the Colosseum in  70 CE on the site of a former lake.",-0.15625,0.44375,Belist.txt
The Colosseum was intended to be a symbol  of Rome???,0.0,0.0,Belist.txt
"or as it was known at the time,  the Flavian Amphitheater.",0.0,0.0,Belist.txt
"The grand opening was celebrated with 100  days of pageantry and gladiatorial games, setting the precedent for programming  that included parades, musical performances, public executions,  and of course, gladiatorial combat.",0.2125,0.45416666666666666,Belist.txt
"Unlike the games in smaller amphitheaters  funded by wealthy Romans, these lavish displays of Imperial power  were financed by the Emperor.",0.25,0.75,Belist.txt
"Parades of exotic animals, theatrical  performances, and the awe-inspiring naumachiae  were all designed to bolster faith in the god-like Emperor, who would be declared a god  after his own death.",0.3666666666666667,0.6666666666666666,Belist.txt
Some historians believe a giant  aqueduct was diverted into the arena.,0.0,1.0,Belist.txt
"These chambers could're been filled  with water prior to the event and then opened to submerge the stage under more than a million gallons of  water, to create a depth of five feet.",0.3,0.4666666666666666,Belist.txt
"These boats ranged from 7 to 15  meters long, and were built to look like vessels  from famous encounters.",0.225,0.7,Belist.txt
"These warriors would duel across ships; boarding them, fighting, drowning,  and incapacitating their foes until only one faction was left standing.",0.0,0.5,Belist.txt
The naval battles proved so popular they  were given their own nearby lake by Emperor Domitian in the early 90s CE.,0.43333333333333335,0.7333333333333333,Belist.txt
"And we focused on one structure in particular, it's called the amygdala.",0.16666666666666666,0.3333333333333333,Belist.txt
"And what we went on to discover, is that there's another brain region that's involved.",0.0,0.0,Belist.txt
"This brain region is called the prefrontal cortex, and it sits directly above your eyes.",0.0,0.1,Belist.txt
"But in those people who were sleep-deprived, that communication, that connection between the prefrontal cortex and that deep amygdala emotional brain center had essentially been severed.",-0.025,0.36250000000000004,Belist.txt
It's when everybody is able to take them for granted.,0.5,0.625,Belist.txt
"This is what those of us of a certain age grew up with, and are used to.",0.21428571428571427,0.5714285714285714,Belist.txt
And the earthquake was reported as it was happening.,0.0,0.0,Belist.txt
And so as the quake was happening the news was reported.,0.0,0.0,Belist.txt
the reason so many school buildings collapsed is that corrupt officials had taken bribes to allow those building to be built to less than code.,-0.05555555555555555,0.5222222222222223,Belist.txt
"""But these are people who have been radicalized, because, thanks to the one child policy, they have lost everyone in their next generation.",0.1,0.1,Belist.txt
"And the Great Firewall of China is a set of observation points that assume that media is produced by professionals, it mostly comes in from the outside world, it comes in relatively sparse chunks, and it comes in relatively slowly.",0.2,0.33999999999999997,Belist.txt
The media was produced locally.,0.0,0.0,Belist.txt
It was produced by amateurs.,0.0,0.0,Belist.txt
It was produced quickly.,0.3333333333333333,0.5,Belist.txt
And it was produced at such an incredible abundance that there was no way to filter it as it appeared.,0.45,0.7,Belist.txt
"As recently at last decade, most of the media that was available for public consumption was produced by professionals.",0.225,0.25833333333333336,Belist.txt
Within days of this group being created it was the fastest growing group on myBO.,0.0,0.0,Belist.txt
com; within weeks of its being created it was the largest group.,0.0,0.0,Belist.txt
"In a world where media is global, social, ubiquitous and cheap, in a world of media where the former audience are now increasingly full participants, in that world, media is less and less often about crafting a single message to be consumed by individuals.",0.047321428571428584,0.20803571428571427,Belist.txt
"And every experiment that I have done in my lab over the last 30 years and people who work for me did in my lab over the last 30 years has been directed toward doing the really big experiment, this one last big experiment.",0.0,0.08,Belist.txt
"We have to help the plants a little ourselves, because what plants like to do is put most of the CO2 into sugars.",0.15625,0.5,Belist.txt
"And so it turns out that plants make this product, and it's called suberin.",0.0,0.0,Belist.txt
"And so when we do the experiments, we can't actually take a loss in yield, because while we are doing these experiments, say, beginning about 10 years from now, the earth's population will be even more than it is right now.",0.2619047619047619,0.37857142857142856,Belist.txt
all the minerals that are required for plants to grow and have a good yield.,0.7,0.6000000000000001,Belist.txt
"The World Health Organization tells us that 300 million of us are depressed, and about 800,000 people take their lives every year.",0.0,0.0,Belist.txt
But it is so uncontagious that it's killed fewer than 50 people since 2015.,-0.2,0.0,Belist.txt
"In fact, it's already way easier, because as we learned yesterday morning, just two years after they did their work, the CRISPR system was harnessed for genome editing.",0.0,0.0,Belist.txt
"It's as contagious as chicken pox, it's as deadly as Ebola, and it incubates for months and months before causing an outbreak, so the whole world can be infected before the first sign of trouble.",-0.11000000000000001,0.4566666666666667,Belist.txt
"So this means we need to be concerned about anybody who has the faintest shot on goal, not just geniuses.",0.0,0.0,Belist.txt
But what about after technology improves and diffuses and thousands of life science grad students are enabled?,0.0,0.0,Belist.txt
"Unlike nuclear programs, biology can be practiced invisibly.",0.0,0.0,Belist.txt
There's a year of TED Talks that could be given on this first critical layer.,0.125,0.5666666666666667,Belist.txt
"Everyone has a story, and that story is filled with chapters that have made us who we are today.",0.4,0.9,Belist.txt
The Center for Disease Control has estimated that over half of our nation's children have experienced at least one or two types of childhood trauma.,0.05833333333333336,0.3916666666666667,Belist.txt
And this story is filled with people that have loved me and taken care of me and grown me.,0.55,0.8500000000000001,Belist.txt
"I was from a good family, I was always dressed nicely, had a smile on my face, I was prepared for school.",0.5333333333333333,0.5666666666666668,Belist.txt
So I was excited.,0.375,0.75,Belist.txt
I was scared; I didn't trust him.,0.0,0.0,Belist.txt
I was noncompliant; I was that kid that was disengaged.,0.0,0.0,Belist.txt
He saw this six-year-old was tired and weary.,-0.4,0.7,Belist.txt
So I was told never to speak of it again.,0.0,0.0,Belist.txt
"I was made to feel like I had done something wrong, again.",-0.5,0.9,Belist.txt
"That is why it's so important for me to talk to you today, so you can be aware and you can start asking the questions that need to be asked and paying attention to these students, so you too can help them find their way.",0.325,0.625,Belist.txt
But don't be deceived.,0.0,0.0,Belist.txt
"If you were to look at my yearbook, you would see me on about every page, because I was involved in everything.",0.0,0.0,Belist.txt
"But guys, I was lost.",0.0,0.0,Belist.txt
"I was lost, and I wanted someone to ask me, ""Lisa, why are you here all the time, why are you throwing yourself into all these things?""",0.0,0.0,Belist.txt
"My life story came full circle in the spring of 2018, where I was invited to speak to a group of beginning teachers and mentors.",0.35,0.55,Belist.txt
Cayla was voted toy of the year in countries around the world.,0.0,0.0,Belist.txt
Parents must consent to the terms being changed without notice.,0.0,0.0,Belist.txt
"The recordings of the child, her friends and family, can be used for targeted advertising.",0.0,0.0,Belist.txt
And all this information can be shared with unnamed third parties.,0.0,0.0,Belist.txt
"Cayla is equipped with a Bluetooth device which can transmit up to 60 feet, a bit less if there's a wall between.",-0.16666666666666666,0.06666666666666667,Belist.txt
"And I asked a colleague to stand outside with his smartphone, and he's connected, and to make this a bit creepier ... let's see what kids could hear Cayla say in the safety of their room.",0.0,0.05,Belist.txt
"Cayla was banned in Germany, taken off the shelves by Amazon and Wal-Mart, and she's now peacefully resting at the German Spy Museum in Berlin.",0.125,0.25,Belist.txt
"But that won't keep you safe, because simply by connecting to the internet, you are put in an impossible take-it-or-leave-it position.",-0.055555555555555546,0.6190476190476191,Belist.txt
But have we been lulled into a false sense of security?,-0.4000000000000001,0.6,Belist.txt
"And now, the power imbalance is established, because we have agreed to our personal information being gathered and used on a scale we could never imagine.",0.0,0.3,Belist.txt
"And I'm going to read it for you, because this is complicated.",-0.5,1.0,Belist.txt
"""That basically means that all your dating history and everything related to it can be used for any purpose for all time.",0.0,0.4,Belist.txt
"If we know that we are being watched and monitored, we will change our behavior.",0.0,0.0,Belist.txt
"And if we can't control who has our data and how it is being used, we have lost the control of our lives.",0.0,0.0,Belist.txt
This is called a cochlear implant.,0.0,0.0,Belist.txt
"In your ear is a small organ called the cochlea, and the cochlea is lined with thousands of receptors called hair cells.",-0.25,0.4,Belist.txt
My hair cells were damaged before I was even born.,0.0,0.0,Belist.txt
My mother was exposed to German measles when she was pregnant with me.,0.16666666666666666,0.25,Belist.txt
"By 2050, that's expected to double to over 900 million people, or one in 10.",-0.05,0.2,Belist.txt
"Basically, it was considered the equivalent of changing the color of your skin.",0.0,0.0,Belist.txt
It's freed up to think more creatively.,0.5,0.75,Belist.txt
"That play, that title, actually comes from a poem by Alfred Tennyson, and I interpret both the play and title to say that humans who are perceived as defective were made by a lesser God and live an inferior existence, while those made by the real God are a superior class, because God doesn't make mistakes.",0.20727272727272728,0.4600000000000001,Belist.txt
"In World War II, an estimated 275,000 people with disabilities were murdered in special death camps, because they didn't fit Hitler's vision of a superior race.",0.4857142857142857,0.6238095238095238,Belist.txt
"Hitler said that he was inspired by the United States, which had enacted involuntary sterilization laws for ""the unfit"" in the early 1900s.",0.1,0.3,Belist.txt
"In order to change how people think, we need to be more than accessible, we need to be connected.",0.4375,0.4375,Belist.txt
You have been assimilated.,0.0,0.0,Belist.txt
But it was also the largest city that had ever been built.,0.0,0.0,Belist.txt
"So, you would just walk around London at this point and just be overwhelmed with this stench.",0.0,0.0,Belist.txt
"And so, in fact, they concocted a couple of early, you know, founding public-health interventions in the system of the city, one of which was called the ""Nuisances Act,"" which they got everybody as far as they could to empty out their cesspools and just pour all that waste into the river.",-0.025,0.45,Belist.txt
"It took much longer than sometimes we like to think in this story, but by 1866, when the next big cholera outbreak came to London, the authorities had been convinced ?",0.06666666666666667,0.10000000000000002,Belist.txt
"The ability to take a nap is only reserved for stability and sureness, something you can't find when you're carrying everything you own in your book bag and carefully counting the amount of time you're allowed to sit in any given place before being asked to leave.",0.16666666666666666,1.0,Belist.txt
"ChopArt is headquartered in Atlanta, Georgia, with additional programs in Hyderabad, India, and Accra, Ghana, and since our start in 2010, we've served over 40,000 teens worldwide.",0.0,0.0,Belist.txt
"A compass is most simply a piece of metal that has been magnetized, so that it will turn towards the Earth's magnetic pole.",0.25,0.4285714285714286,Belist.txt
"Lots of new tools were invented, from the telescope to the microscope.",0.13636363636363635,0.45454545454545453,Belist.txt
"But that fact wasn't always obvious, because if a heart was exposed or taken out, the body would perish quickly.",0.16666666666666666,0.5,Belist.txt
It's as if there has been a centuries old conspiracy amongst teachers and students to accept that heart function cannot be demonstrated.,0.1,0.2,Belist.txt
That's when its functions become apparent as medics get to observe the motion of the heart's valves.,0.05,0.35,Belist.txt
"The ventricular valves, called the tricuspid in the right ventricle and the mitral in the left, can be seen through the clear water opening and closing like parachutes as the ventricle is rhythmically squeezed.",0.1285714285714286,0.3063492063492063,Belist.txt
You'll notice they don't leak at all when the ventricles are squeezed.,0.0,0.0,Belist.txt
The hyperlink uses what's called a markup language ?,0.0,0.0,Belist.txt
"Because of the way that hyperlinks were first constructed, they were intended to be not only used by many people, but created by many people.",0.3125,0.5833333333333333,Belist.txt
And what this means is that our minds and bodies might be optimized for a world that most of us no longer live in.,0.3181818181818182,0.5,Belist.txt
This child society is made up of kids of all ages and genders.,0.0,0.0,Belist.txt
A strange byproduct of all this micro-managing is that we're teaching kids things that don't even need to be taught.,-0.05,0.15,Belist.txt
Kids don't need to be taught how to play.,0.0,0.0,Belist.txt
"They don't even need to be taught how to talk, really.",0.2,0.2,Belist.txt
There's been very little space to explore.,-0.24375000000000002,0.65,Belist.txt
"And we were in Yugoslavia for seven happy years, and then Germany invaded Yugoslavia and we suddenly were persecuted again, and I had to go into hiding.",0.4,0.75,Belist.txt
"One day, when I was 15 years old, I was arrested by the gestapo and beaten up, and, for two months, dragged through various prisons, and eventually, I ended up in a 150-year-old fortress in Czechoslovakia, which the Nazis had converted into a concentration camp.",0.05,0.35,Belist.txt
"I laid railroad tracks, I exterminated vermin, I made baskets, and after 10 months, about 2,000 of us were loaded into cattle cars, the doors were closed, and we were shipped east.",-0.1,0.1,Belist.txt
"For three days, we traveled like that, and when we were unloaded, we were smelling of urine and of feces, and we found ourselves in the Auschwitz extermination camp.",0.0,0.0,Belist.txt
"We arrived, we were stripped of all of our properties, whatever we had, and were given striped uniforms, were given a tattoo on our arms, and we also were given the message that we would be there for exactly six months.",0.25,0.25,Belist.txt
We were assigned to different barracks.,0.0,0.6,Belist.txt
"And the barracks were filled with wooden bunks, six people on each level, three people sleeping in one direction and three in the other direction, so whichever way you slept, you always had a pair of feet in your face.",0.09166666666666667,0.425,Belist.txt
"About three weeks later, the entire camp, with the exception of a couple hundred of us, were sent to the gas chambers.",0.0,0.3125,Belist.txt
"I was sent to another camp where I worked in the stables, and then, in January 1945, when the Russians advanced, 60,000 of us were sent on a death march.",0.4,0.6,Belist.txt
"And the rest of us were loaded into open railroad cars, and for four days, shipped all the way from Poland down to Austria.",-0.07777777777777779,0.3944444444444445,Belist.txt
"And we found ourselves in a death camp, in a concentration camp called Mauthausen, which again was built like a fortress.",0.0,0.0,Belist.txt
"And two days before the end of the war, May 5, we were liberated by American forces.",0.0,0.0,Belist.txt
"And for the very first time, I actually performed the trick that was shown to me in Auschwitz on top of a bunk bed.",0.27499999999999997,0.3444444444444444,Belist.txt
"So if you ever know somebody who needs help, if you know somebody who is scared, be kind to them.",0.6,0.9,Belist.txt
Mar筌?윛 Teresa Kumar: Much has been made of the 2020 US election.,0.2,0.2,Belist.txt
"Much has been said of the Latino vote in this election, which is something I know a little bit about, having been working obsessively over it for the last 16 years.",0.00416666666666667,0.25555555555555554,Belist.txt
"Too many young people are drowning in student debt here in America, their families have been ravaged by the pandemic, who have lost jobs, lives and housing, and still, in 2020, they showed up for an America to believe in.",0.3,0.45,Belist.txt
"So my hope is that the 21st century will be remembered as starting February 2020, not because that was when COVID ravaged us and in doing so, exposed the real, deep socioeconomic and racial disparities that ail us, but because that was when Americans cast a ballot for the future that believes in addressing the climate crisis, that health care is a right, that racial inequities hinder us all.",0.05714285714285714,0.27214285714285713,Belist.txt
"I, for one, am excited to get to work.",0.375,0.75,Belist.txt
"So, some commentators seem to be confounded that in certain places, Republicans received meaningful numbers of Latinx votes.",0.35714285714285715,0.5357142857142857,Belist.txt
"When George Floyd sadly was murdered tragically, Latinos were side by side with the African American community because we recognize that that is something that truly plagues our American existence and that we have to address it if we want to move forward.",-0.125,0.25,Belist.txt
So how can we make first-time voters repeat voters who are engaged in future elections and not just for presidential elections but for local government as well?,0.0,0.0625,Belist.txt
"And if the folks that are elected don't meet the challenges of addressing climate change, addressing racial equity and gender parity and health care for all, they run the risk of not having those people vote again in 2024, and we need everybody on deck.",0.0,0.0,Belist.txt
"BD: So one question that speaks to the theme of this year's TED Women, ""Fearless,"" I think it's accurate to say that there's been a lot of fear within the Latinx community over the last few years.",0.0666666666666667,0.26666666666666666,Belist.txt
"MTK: I will share with you, the day after Donald Trump was elected, all of our worst nightmares came to fruition.",-1.0,1.0,Belist.txt
"And so that is what gives me hope, is that this was a collective America who outvoted their hearts out, because we see that in our celebration of our country's future is believing in democracy, believing in a transition of power, believing that the most votes won and the electoral college was on our side, and more importantly, that these issues that Trump tried to ascend his presidency for the second time that were based on racism, that were based on the callousness of treating people and women differently, that they were not going to withstand.",0.2333333333333333,0.45416666666666666,Belist.txt
"Only when race stops being the precursor to how Black women are treated or not treated in the health care system, then outcomes will be drastically different.",-0.05555555555555555,0.6777777777777777,Belist.txt
"For decades, Black women have been dismissed, ignored, disregarded, or at the very least, they have been not taken seriously in their interactions with the health care system.",-0.29666666666666663,0.54,Belist.txt
Yet her cries for help were minimized and dismissed by the covert bias of her medical provider.,0.0,0.0,Belist.txt
"She's determined and she's so opinionated, so smart.",0.21428571428571427,0.6428571428571429,Belist.txt
"It's been well documented, year after year, decade after decade, generation after generation, and nothing effective has been done to fix it.",0.6,0.8,Belist.txt
My daughter was committed to doing something different.,0.0,0.6,Belist.txt
Shalon was known as a woman of great integrity and high moral values.,0.32,0.5133333333333333,Belist.txt
"Former Surgeon General David Satcher once said, ""Leaders must care enough, leaders must know enough, leaders must be willing to do enough and leaders must be willing to persist until the work is done.""",0.07857142857142858,0.5,Belist.txt
"Though there will never be another leader like Shalon, we can each persist until the work is done.",0.0,0.0,Belist.txt
Here's what I'm doing to persist until the work to save Black mothers is done.,-0.16666666666666666,0.43333333333333335,Belist.txt
"I know we could, if we were focused on that issue, if we focused that collective energy.",0.0,0.0,Belist.txt
"To quote Nelson Mandela, ""When people are determined they can overcome anything.""",0.0,0.0,Belist.txt
This is our view of how the world is run.,0.0,0.0,Belist.txt
"Well, we're here because the United States, we spent two trillion dollars on wars in Iraq and Afghanistan that were failed.",-0.3,0.2,Belist.txt
"But long term, long term, if you think that the Russians were antagonized by the US and Europe expanding NATO right up to their borders when we said they weren't going to, and the EU encroaching them, just wait until the Chinese put hundreds of billions of dollars in every country around Russia they thought they had influence in.",0.04642857142857142,0.33392857142857146,Belist.txt
"Let me tell you that over the long term, in a G-Zero world, European expansion will be seen to have gone too far.",0.016666666666666666,0.4666666666666666,Belist.txt
"But a lot of people are upset because they say, ""Washington's broken, we don't trust the establishment, we hate the media.""",-0.6000000000000001,0.65,Belist.txt
"Look, I do think we have to recognize, my fellow campers, that when you are being chased by the bear, in the global context, you need not outrun the bear, you need to only outrun your fellow campers.",0.0,0.5,Belist.txt
"She is tough to please, she doesn't have a lot of time for things that's aren't mission-critical, and she really doesn't trust anyone's judgment more than her own.",0.22777777777777777,0.6333333333333333,Belist.txt
"Because if I've learned anything from working with Jane, it's that when that day comes, John will wonder how he could possibly do anything differently in his high-stakes, high-pressure executive job without risking his own success and the organization's, and he'll wish it didn't feel so safe and so easy to keep doing things the way they've always been done.",0.3055555555555555,0.6555555555555556,Belist.txt
"Likewise, in the workplace, every meeting to be led, every decision to be made can be a practice flight for someone who could really use the learning experience and the chance to figure out how to do it their own way.",0.4,0.6,Belist.txt
"So instead of caving, John needs to knock on Jane's door, propose a creative strategy for having the meeting without the eight pre-meetings, show her he's thought through the trade-offs and ask for her support to do it differently.",0.25,0.8,Belist.txt
"Around 20 years ago, Warren Buffet gave a school lecture in which he said, ""The chains of habit are too light to be felt until they're too heavy to be broken.""",-0.06666666666666667,0.5333333333333333,Belist.txt
It's called the human immune system.,0.0,0.1,Belist.txt
"The product is embedded in the larger system of the human body, and it works in complete harmony with that system, to create this unprecedented level of biological protection.",0.175,0.475,Belist.txt
"And furthermore, you're saying that this product is siloed.",0.0,0.0,Belist.txt
"I first became interested in biology and business, and longevity and resilience, when I was asked a very unusual question by the CEO of a global tech company.",0.19,0.4583333333333333,Belist.txt
That's a one in three chance that your company will be taken over or will fail within just five years.,-0.5,0.29999999999999993,Belist.txt
Let's come back to our tech CEO's question.,0.0,0.0,Belist.txt
"Where better to turn for advice than nature, that's been in the business of life and death for longer than any company?",0.5,0.5,Belist.txt
"It was built by a Korean artisan, because at the time, Japan was not yet building temples.",0.0,0.0,Belist.txt
"The company failed, and it was taken over by a major construction company.",-0.21875,0.4,Belist.txt
"And during the monsoon season, travel between villages is cut off by these floods, which transform this entire landscape from a forested canopy into isolated islands.",0.0,0.625,Belist.txt
This hill tribe has evolved living root bridges that are created by guiding and growing tree roots that you can barely wrap your arms around through a carefully woven scaffolding.,-0.025,0.55,Belist.txt
"In the southern wetlands of Iraq, which are formed by the confluence of the Tigris and the Euphrates rivers, a unique, water-based civilization lives.",0.1875,0.5,Belist.txt
have floated villages on man-made islands that are constructed from a single species of reed that grows around them.,-0.07142857142857142,0.21428571428571427,Belist.txt
"And this dried Qasab reed, it can be bundled into columns, it can be woven into floors or roofs or walls, and it can also be twisted into a rope that's used to bind these buildings without the use of any nails.",-0.35,0.8,Belist.txt
"villages are constructed in the marsh, as they have been for generations, on islands that stay afloat for over 25 years.",0.0,0.1,Belist.txt
"Although global attention is focused on the pandemic, cities are still sinking and sea levels are still rising.",0.0,0.0,Belist.txt
"In other parts of the world, where rivers are contaminated with sewage, a city of 15 million people cleans its waste water with its flood plains.",-0.1625,0.1875,Belist.txt
"And through a combination of sunshine and sewage and a symbiosis between algae and bacteria, the wastewater is broken down.",-0.2777777777777778,0.34444444444444444,Belist.txt
"What I find so unbelievable about this infrastructure is that as cities across the world in Asia and in Europe begin to replicate this exact system, Calcutta is now struggling to save it from being displaced by development.",0.0,0.625,Belist.txt
"meaning ""We survived,"" is built of stilted houses that are organized around a canal system that you can navigate by dugout canoe.",0.0,0.0,Belist.txt
"What amazes me is that while an individual acadja is pretty insignificant, when it's multiplied by 12,000, it creates an Indigenous technology the scale of industrial aquaculture, which is the greatest threat to our mangrove ecosystems ... but this technology ?",0.4166666666666667,0.7999999999999999,Belist.txt
"The ancestral lands in Australia, where Indigenous fire-stick farming was practiced, were saved as these fires raged around them.",0.0,0.0,Belist.txt
"Too often when we are faced with a crisis, we build walls in defense.",0.0,0.0,Belist.txt
"I'm an architect, and I've been trained to seek solutions in permanence ?",0.0,0.0,Belist.txt
